id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
5797,checkerboard,checkerboard,noun,C,棋盘,A pattern of squares of alternating colours.,[],棋盘,chessboard,alternating | checkerboard | colours | pattern | squares,,no_lexical_support_in_cedict_gloss,review
5798,checkerboard,checkerboard,noun,C,棋盘,"A board, usually square, covered with such a pattern; especially such a board with 8×8 squares, used to play chess and draughts/checkers.",[],棋盘,chessboard,board | checkerboard | checkers | chess | covered | draughts | pattern | play | square | squares,,no_lexical_support_in_cedict_gloss,review
5799,checkered,checkered,adjective,,國際象棋,"Divided into a grid of squares of alternating colours or shades, or into light and dark patches.",[],國際象棋,chess,alternating | checkered | colours | dark | divided | grid | light | patches | shades | squares,,no_lexical_support_in_cedict_gloss,review
5802,checkpoint,checkpoint,noun,C,经过,"A point or place where a check is performed, especially a point along a road or on a frontier where travellers are stopped for inspection.",[],經過,course | pass | process,along | check | checkpoint | frontier | inspection | performed | place | point | road | stopped | travellers,,no_lexical_support_in_cedict_gloss,review
5803,checkup,checkup,noun,C,检查,"A routine visit to the doctor, dentist, or the like.",[],检查,examine | inspect | inspection,checkup | dentist | doctor | like | routine | visit,,no_lexical_support_in_cedict_gloss,review
5817,cheerio,cheerio,exclamation,,你好,"(UK, Ireland, Commonwealth, informal) Goodbye, an interjection said upon parting.",[],你好,hello,cheerio | commonwealth | goodbye | informal | interjection | ireland | parting | said | upon,,no_lexical_support_in_cedict_gloss,review
5824,cheese it,cheese it,phrase,,注意,"(slang, dated, Britain) An imperative used as a warning to stop, hide, or flee",[],注意,attention | note | take,britain | cheese | dated | flee | hide | imperative | slang | stop | warning,,no_lexical_support_in_cedict_gloss,review
5826,cheesemaker,cheesemaker,noun,C,吉贝,A person skilled in the art of making cheese,[],吉贝,ceiba | kapok | pentandra,cheese | cheesemaker | making | person | skilled,,no_lexical_support_in_cedict_gloss,review
5827,cheesemonger,cheesemonger,noun,C,吉贝,(British) Someone who sells cheese.,[],吉贝,ceiba | kapok | pentandra,british | cheese | cheesemonger | sells,,no_lexical_support_in_cedict_gloss,review
5830,cheesy,cheesy,adjective,,镰刀,Exaggerated and likely to be forced or insincere. (of a smile or grin),[],镰刀,sickle,cheesy | exaggerated | forced | grin | insincere | likely | smile,,no_lexical_support_in_cedict_gloss,review
5836,chemical biology,chemical biology,noun,U,生物化学,A field of study that embraces both chemistry and biology.,[],生物化學,biochemistry,biology | both | chemical | chemistry | embraces | field | study,,no_lexical_support_in_cedict_gloss,review
5851,chenille,chenille,noun,C or U,履带,An extremely soft and bunchy fabric often used to make sweaters.,[],履带,belt | bulldozers | caterpillar | literary | propulsion | shoes | system | track,bunchy | chenille | extremely | fabric | make | soft | sweaters,,no_lexical_support_in_cedict_gloss,review
5863,chert,chert,noun,U,燧石,"(geology, uncountable) Massive, usually dull-colored and opaque, quartzite, hornstone, impure chalcedony, or other flint-like mineral.",[],燧石,flint,chalcedony | chert | dull-colored | flint-like | geology | hornstone | impure | massive | mineral | opaque | quartzite | uncountable,,no_lexical_support_in_cedict_gloss,review
5881,chew the cud,chew the cud,verb,I,觉得,"(figuratively, idiomatic, of a person) To meditate or ponder before answering; to be deep in thought; to ruminate.",[],覺得,feel | think | uncomfortable,answering | before | chew | deep | figuratively | idiomatic | meditate | person | ponder | ruminate | thought,,no_lexical_support_in_cedict_gloss,review
5898,chick,chick,noun,C,蛞蝓,"(colloquial) An attractive, young woman.",[],蛞蝓,slug | zoology,attractive | chick | colloquial | woman | young,,no_lexical_support_in_cedict_gloss,review
5902,chicken pox,chicken pox,noun,U,水痘,"(inexact, sometimes, _, proscribed, disease) Any disease causing similar symptoms.","[{""english"": ""The child has a case of chicken pox."", ""chinese"": ""这孩子有水痘的症状。""}]",水痘,chickenpox | varicella | zoster,causing | chicken | disease | inexact | proscribed | similar | sometimes | symptoms,,no_lexical_support_in_cedict_gloss,review
5904,chickenshit,chickenshit,noun,C or U,軟體動物,"(slang, vulgar) A coward.",[],軟體動物,mollusk,chickenshit | coward | slang | vulgar,,no_lexical_support_in_cedict_gloss,review
5909,chief,chief,noun,C,经理,"The leader or head of a tribe, organisation, business unit, or other group. [from 13th c.]",[],經理,director | manager | ming,business | chief | group | head | leader | organisation | tribe | unit,,no_lexical_support_in_cedict_gloss,review
5910,chief,chief,noun,C,老板,"(sometimes, ironic) An informal term of address.",[],老板,boss | brand | business | proprietor | robam | variant,address | chief | informal | ironic | sometimes | term,,no_lexical_support_in_cedict_gloss,review
5912,chiefly,chiefly,adverb,,主要,(focus) Mainly or principally; almost entirely.,[],主要,main | major | primary | principal,almost | entirely | focus | mainly | principally,,no_lexical_support_in_cedict_gloss,review
5913,chieftain,chieftain,noun,C,老板,A leader of a clan or tribe.,[],老板,boss | brand | business | proprietor | robam | variant,chieftain | clan | leader | tribe,,no_lexical_support_in_cedict_gloss,review
5914,chieftain,chieftain,noun,C,首領,(by extension) A leader of a group.,[],首領,boss | chief | head,chieftain | extension | group | leader,,no_lexical_support_in_cedict_gloss,review
5928,child's play,child's play,noun,U,教宗,(idiomatic) Something particularly easy or simple.,[],教宗,pope,child | easy | idiomatic | particularly | play | simple,,no_lexical_support_in_cedict_gloss,review
5930,childcare,childcare,noun,C,幼兒園 幼儿园,A place where young children are supervised while away from their parents or guardians.,[],幼儿园 | 幼兒園,kindergarten | nursery | school,away | childcare | children | guardians | parents | place | supervised | young,,no_lexical_support_in_cedict_gloss,review
5931,childhood,childhood,noun,U,婴儿期,"(mostly, uncountable) The state of being a child.",[],婴儿期,infancy,child | childhood | mostly | state | uncountable,,no_lexical_support_in_cedict_gloss,review
5933,childminder,childminder,noun,C,乳母,A person employed to look after other people's children while they are away; a babysitter.,[],乳母,nurse,away | babysitter | childminder | children | employed | look | people | person,,no_lexical_support_in_cedict_gloss,review
5934,children's home,children's home,noun,C,孤兒院,A public institution for the care and protection of children whose parents have died or can no longer care for them.,[],孤兒院,asylum | child | orphanage,care | children | died | home | institution | longer | parents | protection | public | whose,,no_lexical_support_in_cedict_gloss,review
66127,chill,chill,noun,C,寒意；寒冷感,an unpleasant feeling of coldness,"[{""english"": ""A chill ran through the room."", ""chinese"": ""房間裡掠過一陣寒意。""}]",寒意,chilliness,chill | coldness | feeling | unpleasant,,no_lexical_support_in_cedict_gloss,review
5943,chiller,chiller,noun,C,雪柜,"a machine that produces cold air, either for air conditioning, to prepare chilled foods etc.",[],雪柜,hong | icebox | kong | refrigerator | usage,chilled | chiller | cold | conditioning | either | foods | machine | prepare | produces,,no_lexical_support_in_cedict_gloss,review
5946,chime,chime,noun,C,时钟,"(musical instruments) A musical instrument producing a sound when struck, similar to a bell (e.g. a tubular metal bar) or actually a bell. Often used in the plural to refer to the set: the chimes.",[],時钟,clock,actually | bell | chime | chimes | instrument | instruments | metal | musical | plural | producing | refer | similar | sound | struck | tubular,,no_lexical_support_in_cedict_gloss,review
5947,chime,chime,verb,I,接觸,(intransitive) To make the sound of a chime.,[],接觸,access | contact | touch,chime | intransitive | make | sound,,no_lexical_support_in_cedict_gloss,review
5948,chime,chime,verb,T,接觸,"(transitive) To cause to sound in harmony; to play a tune, as upon a set of bells; to move or strike in harmony.",[],接觸,access | contact | touch,bells | cause | chime | harmony | move | play | sound | strike | transitive | tune | upon,,no_lexical_support_in_cedict_gloss,review
5957,chin up,chin up,phrase,,勇气,(colloquial) Be happy; cheer up.,[],勇氣,courage,cheer | chin | colloquial | happy,,no_lexical_support_in_cedict_gloss,review
5966,chinese,chinese,adjective,,中国,"Of, from, or related to a language native to Han Chinese persons, often used generally of Chinese characters or particularly to refer to Standard Mandarin.","[{""english"": ""You study Chinese history."", ""chinese"": ""你学习中国历史。""}]",中國,china,characters | chinese | generally | language | mandarin | native | particularly | persons | refer | related | standard,,no_lexical_support_in_cedict_gloss,review
5977,chinese whispers,chinese whispers,noun,U,以訛傳訛,"(games, mostly, UK) A game for several players in which a phrase, whispered by each person in turn to their neighbor, is often unwittingly misunderstood as it is transferred, to humorous effect by the time it reaches the last person and is compared with the original phrase.",[],以訛傳訛,distort | errors | falsehoods | idiom | increasingly | pile | spread | truth,chinese | compared | each | effect | game | games | humorous | last | misunderstood | mostly | neighbor | original | person | phrase | players | reaches | several | time | transferred | turn | unwittingly | whispered | whispers,,no_lexical_support_in_cedict_gloss,review
5979,chinless,chinless,adjective,,力不胜任,Having a weak or indecisive character; ineffectual or dim-witted.,[],力不胜任,idiom | incompetent | task,character | chinless | dim-witted | having | indecisive | ineffectual | weak,,no_lexical_support_in_cedict_gloss,review
5980,chinois,chinois,noun,C,中国,(cooking) A fine-meshed conical strainer.,[],中國,china,chinois | conical | cooking | fine-meshed | strainer,,no_lexical_support_in_cedict_gloss,review
